text,sentiment,source
Trying to find the receipt for the cellphone that's still not working ,negative,twitter
its flagrantly that neither can u  i love u .. and i seriously want to have u back (: &lt;3 hope u know that no one can ever love u like i do,positive,twitter
@Travismtv I want to see that exhibition so much. ,negative,twitter
well...right after i take a nap. ,positive,twitter
Damn tired now  seldom take the mrt didn't know wat a ticket office was.lol,negative,twitter
@matrixx I've never wanted wood cut because it would bleed lots ,negative,twitter
"try to see it once my way, everything zen, everything zen, I don't think so.  yup!",positive,twitter
I'm missing my puppy already  but Guatemala awaits and one can't beat taking photos for seeds of help,negative,twitter
"@CowbellKid I do but, I still have an hour till lunchtime   Where ya going?",negative,twitter
Well.... the church i went to use to be Mark Calister church ...(he left)  But it was really good yet different. my church tonight ,positive,twitter
Picknic packed - off on a bike ride to Derby River Gardens  http://twitpic.com/6btb0,positive,twitter
"@aplusk Fun Spanish learning stuff 4 kids: 4 storybooks(each season),2 sets of flashcards,1 Custom CD w/14 songs.http://www.enespanol.com ",positive,twitter
im really bored. its only 10 at night though. i wanna go for a jog!!!!! unfortunately i cant ,negative,twitter
@Jonasbrothers you should move to liverpool here in the UK cos the beatles lived here and the zutons are from here ,positive,twitter
eyyy goodmorning everyone!!  ... hope you all have a grrrreat dayyy!! v,positive,twitter
@abbybarker Actually it's gone really still and gloriously sunny now... eye of the storm? ,negative,twitter
"When Ritchie first burst on to movie scene his films were hailed as funny, witty, well directed and original. If one could compare the hype he had generated with his first two attempts and the almost universal loathing his last two outings have created one should consider - has Ritchie been found out? Is he really that talented? Does he really have any genuine original ideas? Or is he simply a pretentious and egotistical director who really wants to be Fincher, Tarantino and Leone all rolled into one colossal and disorganised heap? After watching Revolver one could be excused for thinking were did it all go wrong? What happened to his great sense of humour? Where did he get all these mixed and convoluted ideas from? Revolver tries to be clever, philosophical and succinct, it tries to be an intelligent psychoanalysis, it tries to be an intricate and complicated thriller. Ritchie does make a gargantuan effort to fulfil all these many objectives and invests great chunks of a script into existential musings and numerous plot twists. However, in the end all it serves is to construct a severely disjointed, unstructured and ultimately unfriendly film to the audience. Its plagiarism is so sinful and blatant that although Ritchie does at least attempt to give his own spin he should be punished for even trying to pass it off as his own work. So what the audience gets ultimately is a terrible screenplay intertwined with many pretentious oneliners and clumsy setpieces.<br /><br />Revolver is ultimately an unoriginal and bland movie that has stolen countless themes from masterpieces like Fight Club, Usual Suspects and Pulp Fiction. It aims high, but inevitably shots blanks aplenty.<br /><br />Revolver deserves to be lambasted, it is a truly poor film masquerading as a wannabe masterpiece from a wannabe auteur. However, it falls flat on its farcical face and just fails at everything it wants to be and achieve.",negative,imdb
@JodiCleghorn Ditto on the product floggers  Rereads of On Writing always does the confidence good!,positive,twitter
I've upgraded Hogo to Rails 2.3.2 now I'm having a pint of Polish Zubr as a reward ,positive,twitter
Why do I feel like I want to cry? ,negative,twitter
enjoys sleeping a little too much at times ,positive,twitter
"@cmpriest Awww, i'm so sorry!  {{huugs}}",negative,twitter
Is kinda wishing I had someone here to make me go to bed @ a reasonable hour. I am not responsible enough to do it myself...  BLAH!,negative,twitter
is thinkin i might miss this place a little bit ,negative,twitter
i wanna lose thighs' fats. ,negative,twitter
"@nullsession Yeah, I should eat one of those. Instead I had a Caesar salad with the dressing on the side. That thing looks like 5 pounds ",positive,twitter
"@CorinaBecker That's probably what I am going to do, just relax on comp tonight. ",positive,twitter
@cass24 hehe *picutes u with ur tounge out scribbling* ahhh 6277 makes sense now ,positive,twitter
Back in Detroit! Miss my new niece already!!! ,negative,twitter
@calynsutherland AHH that episode was awkward and sad too ,negative,twitter
"@ekardmatt well you MY man, you and your truck are 900 too many miles away!! ",negative,twitter
"@amusical1 Not cooperating, huh? Sorry, that sucks., consarnit ",negative,twitter
"@boshemia It's a silly, silly world really. It's really sad how so many can have such prejudiced, closed minded ways of seeing the world ",negative,twitter
Bought two new desks to add to my existing one. Now I've got a T-shaped workspace and some funky boxes for organizing  Woot!,positive,twitter
The Hills then missing House for the local Pub Quiz... Team Name: Norfolk N Chance ,positive,twitter
"wiped out on my longboard, now the pain is rushing ",negative,twitter
@MileyyCyyrus I know ,negative,twitter
im not happy   my ipod or laptop dont know whih but one has decided to refuse to let me sync my songs :'( how can i live without it :/,negative,twitter
i miss nike where is she? ,negative,twitter
is really confused        help????? &gt;&gt;&gt;,negative,twitter
Goodbye LA; hello very long day. ,negative,twitter
@TC_Chavez ,negative,twitter
"@kgyrl8 You lost your job?  Recently?  I'm sorry, super-sucks! ",negative,twitter
@mandywu....yay!! But bummer they are both so big!! ,negative,twitter
Exploring hull for a little...call and join ,positive,twitter
@kickzceo yeah im chillin too lol ,positive,twitter
@dougiemcfly Lemsip is the best stuff when you've got a flu! Have a great show tonight im sure you will do awesome even though ur sick ,positive,twitter
succesfully avoided the yummy stuff at the sandwich van and bought a healthy salad instead ,negative,twitter
is kind of upset because I can't get my background to change or my picture..... ,negative,twitter
@xoMusicLoverxo Mobile twitter does suck. I hate it.  But it'll have to do for the moment...,negative,twitter
"Pretty high fail getting some musc #strobist stuff. Got coroplast, stores for ball bungie and gaffer tape both closed  #photo",negative,twitter
#goodsex is when all ya homegirls wanna fuk cuz u ran ur mouth like i new u would... ,positive,twitter
feels like it's going to be a looong day today! ,negative,twitter
"Uh what's that - hardly any Yoga classes this weekend  ok then, time for a hair-cut then!",negative,twitter
"I just wanna go home and draw things  ...HEY TWITTER TELL ME WHAT TO DRAW, FIRST THREE PEOPLE TO REPLY LOL",negative,twitter
@grum restavit is horrid stuff   temazepam for the win!  stillnox is a bit yuck too,negative,twitter
@mollyissogyo i feel your pain ,negative,twitter
Goooooood Morning! Sun + no work.... ,positive,twitter
love the beach ,positive,twitter
@CasperBoone Thanks! Dat is leuk om te horen! ,positive,twitter
Had a good night  Go 9-12s youth team !,positive,twitter
been procrastinatin the move 2 adulthood.. it just seemed as though there was 2 much baggage... some stuff can be left behind tho.. ,positive,twitter
the drug dog came 2 my class right now oh man not again ,negative,twitter
Playing the Guitar ,positive,twitter
@lionl haha I did on my last birthday! I was sick of it 'cause when we were little it always had to have Spiderman on it or something!  x,positive,twitter
Going food shopping wit the pops ! Txt da celly ,positive,twitter
morning all  my Wallace and Gromit turbo-matic toast rack has just arrived ! whoppie,positive,twitter
@cbgb0426 ok. Just watch him closely for any changes  Extra hugs and kisses. I will write up your twitt-ER release papers. ,positive,twitter
@josephraymond I feel ya on that one. ,negative,twitter
"ok now im really about to wash my hair.... got FIVE shows this week.... man! But hey, this is the life i chose. The life of a dancer... ",positive,twitter
"@Jinxeh lovely, Andrea! As long as you remember to send me something in the end, I will be happy  Good luck, and happy day!",positive,twitter
"@mandymckeown if we're not out there, just keep on driving because I'm not up yet! ",positive,twitter
@paupaula I'm hoping our professor would do the same  Lol...Hayy accounting.I salute the 2nd year CBA people. They actually survived this.,positive,twitter
"turns out that the recent increase in blushing covers not only my face, but also shoulders and chest.  Even my cleavage looks embarassed ",negative,twitter
Dad gummit! Chelsea scored  2-1,negative,twitter
@haeriepyo it felt neglected. your guitar was getting all the attention.  so it committed suicide  how sad! LOL...,negative,twitter
@sbuffing way to spell my name wrong ,negative,twitter
"@WDCGardener I know they're all over where u are, Kathy.  just heard they lost 1 passenger!    keep praying....",negative,twitter
Got my iPhone 3GS!!!!!wooooop! Just a shame I still have work to do ,negative,twitter
@LaurenIsRandom Whats Hotel 626? Is it a game? Cos the link is broken ,negative,twitter
"No matter whats' happening at this moment, just say out loud, &quot;This is just temporary; Everything is going to be ok.&quot; ",positive,twitter
last dance class tonight ,negative,twitter
arrrg. tiff had a super bad night. we're at the ER getting her checked on. ,negative,twitter
